date,mjd,year_fraction,c20_value,c20_sigma,c30_value,c30_sigma,source,doi
2003-07-15 06:41:05.753424656,52837.74429223744,2003.2465753424658,-0.00048470000639172376,1e-10,-4.1999854470651665e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2003-08-19 03:30:24.657534248,52872.57077625571,2003.3424657534247,-0.0004847000120601817,1e-10,-4.1999405153241386e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2003-09-23 00:19:43.561643832,52907.397260273974,2003.4383561643835,-0.0004847000469843078,1e-10,-4.199824290982468e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2003-10-27 21:09:02.465753424,52942.223744292234,2003.5342465753424,-0.000484700036633318,1e-10,-4.1998282026122294e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2003-12-01 17:58:21.369863016,52977.0502283105,2003.6301369863013,-0.00048470003630809815,1e-10,-4.2000520806273713e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-01-05 14:47:40.273972600,53011.87671232877,2003.7260273972602,-0.00048470003053938614,1e-10,-4.200078814457921e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-02-09 11:36:59.178082192,53046.70319634703,2003.8219178082193,-0.0004847000615846561,1e-10,-4.19995735366e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-03-15 08:26:18.082191776,53081.5296803653,2003.9178082191781,-0.0004847000169988772,1e-10,-4.2000199181302857e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-04-19 05:15:36.986301368,53116.356164383564,2004.013698630137,-0.0004847000068407567,1e-10,-4.2002849791978925e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-05-24 02:04:55.890410960,53151.182648401824,2004.109589041096,-0.0004847000092482456,1e-10,-4.1998086957398003e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-06-27 22:54:14.794520544,53186.00913242009,2004.2054794520548,-0.00048469996009761946,1e-10,-4.199997095800875e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-08-01 19:43:33.698630144,53220.83561643836,2004.3013698630136,-0.0004846999636472117,1e-10,-4.199889543305003e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-09-05 16:32:52.602739728,53255.66210045662,2004.3972602739725,-0.0004847000011832395,1e-10,-4.2001759374846423e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-10-10 13:22:11.506849312,53290.488584474886,2004.4931506849316,-0.00048470001510948193,1e-10,-4.199806769466186e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-11-14 10:11:30.410958896,53325.31506849315,2004.5890410958905,-0.00048470006995336587,1e-10,-4.2000882394209093e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2004-12-19 07:00:49.315068496,53360.14155251141,2004.6849315068494,-0.00048470004556046324,1e-10,-4.200016150061021e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-01-23 03:50:08.219178080,53394.96803652968,2004.7808219178082,-0.00048470005245055867,1e-10,-4.200210213700459e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-02-27 00:39:27.123287664,53429.79452054795,2004.876712328767,-0.00048470006255939865,1e-10,-4.20002504246051e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-04-02 21:28:46.027397264,53464.62100456621,2004.972602739726,-0.000484700029235123,1e-10,-4.2000344705899035e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-05-07 18:18:04.931506848,53499.447488584476,2005.0684931506848,-0.00048470005747690905,1e-10,-4.2000278040808727e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-06-11 15:07:23.835616432,53534.27397260274,2005.164383561644,-0.0004847000363483065,1e-10,-4.199934224288587e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-07-16 11:56:42.739726032,53569.100456621,2005.2602739726028,-0.0004847000767849834,1e-10,-4.19999094812282e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-08-20 08:46:01.643835616,53603.92694063927,2005.3561643835617,-0.00048470008653594087,1e-10,-4.1998536326062357e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-09-24 05:35:20.547945200,53638.75342465754,2005.4520547945206,-0.0004847001103702287,1e-10,-4.2000702237278477e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-10-29 02:24:39.452054800,53673.5799086758,2005.5479452054794,-0.0004847000750698127,1e-10,-4.200149402386307e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2005-12-02 23:13:58.356164384,53708.406392694065,2005.6438356164383,-0.00048470003533033096,1e-10,-4.200002865958743e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-01-06 20:03:17.260273968,53743.232876712325,2005.7397260273972,-0.0004847000425031508,1e-10,-4.1999057447945544e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-02-10 16:52:36.164383552,53778.05936073059,2005.835616438356,-0.0004847000200111424,1e-10,-4.1998133037340546e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-03-17 13:41:55.068493152,53812.88584474886,2005.9315068493152,-0.00048470001864177895,1e-10,-4.1998779117846653e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-04-21 10:31:13.972602736,53847.71232876712,2006.027397260274,-0.0004846999991003228,1e-10,-4.200264816100149e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-05-26 07:20:32.876712320,53882.53881278539,2006.123287671233,-0.00048470001031820204,1e-10,-4.199943441246291e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-06-30 04:09:51.780821920,53917.365296803655,2006.2191780821918,-0.00048470004370309135,1e-10,-4.199780944234062e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-08-04 00:59:10.684931504,53952.191780821915,2006.3150684931506,-0.00048470007973240245,1e-10,-4.199990613545048e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-09-07 21:48:29.589041088,53987.01826484018,2006.4109589041095,-0.0004847000680584925,1e-10,-4.200077406375021e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-10-12 18:37:48.493150688,54021.84474885845,2006.5068493150684,-0.00048470001847317304,1e-10,-4.1999536258720963e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-11-16 15:27:07.397260288,54056.67123287671,2006.6027397260275,-0.00048470001668792173,1e-10,-4.2000754862976334e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2006-12-21 12:16:26.301369856,54091.49771689498,2006.6986301369864,-0.00048470003084437834,1e-10,-4.199904133025114e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-01-25 09:05:45.205479456,54126.324200913245,2006.7945205479452,-0.00048469998719326534,1e-10,-4.2000019491707184e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-03-01 05:55:04.109589024,54161.150684931505,2006.890410958904,-0.0004846999805084075,1e-10,-4.1997910499805004e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-04-05 02:44:23.013698624,54195.97716894977,2006.986301369863,-0.0004846999748495653,1e-10,-4.1999250745877266e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-05-09 23:33:41.917808224,54230.80365296804,2007.0821917808219,-0.00048469996557552915,1e-10,-4.2001085827029896e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-06-13 20:23:00.821917792,54265.6301369863,2007.1780821917807,-0.0004846999667885937,1e-10,-4.1999093053074177e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-07-18 17:12:19.726027392,54300.45662100457,2007.2739726027398,-0.00048469997464470707,1e-10,-4.199859598244965e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-08-22 14:01:38.630136992,54335.283105022834,2007.3698630136987,-0.00048470001004672703,1e-10,-4.200085268378219e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-09-26 10:50:57.534246560,54370.109589041094,2007.4657534246576,-0.00048470000278253057,1e-10,-4.200063869160374e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-10-31 07:40:16.438356160,54404.93607305936,2007.5616438356165,-0.0004847000103867337,1e-10,-4.2003457774910404e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2007-12-05 04:29:35.342465760,54439.76255707763,2007.6575342465753,-0.0004846999881888024,1e-10,-4.199864489101655e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-01-09 01:18:54.246575328,54474.58904109589,2007.7534246575342,-0.0004846999995559397,1e-10,-4.200088163157592e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-02-12 22:08:13.150684928,54509.41552511416,2007.849315068493,-0.00048470004045462497,1e-10,-4.200318352420805e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-03-18 18:57:32.054794528,54544.24200913242,2007.945205479452,-0.00048470003531904605,1e-10,-4.200265315755012e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-04-22 15:46:50.958904096,54579.068493150684,2008.041095890411,-0.00048469998944005246,1e-10,-4.200033442523467e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-05-27 12:36:09.863013696,54613.89497716895,2008.13698630137,-0.000484699993487456,1e-10,-4.1998859010044356e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-07-01 09:25:28.767123296,54648.72146118721,2008.2328767123288,-0.0004847000106221134,1e-10,-4.2000133596928217e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-08-05 06:14:47.671232864,54683.54794520548,2008.3287671232877,-0.0004847000363814946,1e-10,-4.199929233336131e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-09-09 03:04:06.575342464,54718.374429223746,2008.4246575342465,-0.0004847000601114211,1e-10,-4.2001652249440086e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-10-13 23:53:25.479452064,54753.200913242006,2008.5205479452054,-0.00048470006738945954,1e-10,-4.200201204844061e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-11-17 20:42:44.383561632,54788.02739726027,2008.6164383561643,-0.00048470009345747024,1e-10,-4.199867141879e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2008-12-22 17:32:03.287671232,54822.85388127854,2008.7123287671234,-0.0004847000566034836,1e-10,-4.199926178331124e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-01-26 14:21:22.191780832,54857.6803652968,2008.8082191780823,-0.00048470005868888076,1e-10,-4.2000045763274914e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-03-02 11:10:41.095890400,54892.50684931507,2008.9041095890411,-0.0004847000486789076,1e-10,-4.1998076861062474e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-04-06 08:00:00.000000000,54927.333333333336,2009.0,-0.0004847000079255179,1e-10,-4.200142678568713e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-05-11 04:49:18.904109600,54962.159817351596,2009.0958904109589,-0.0004846999685471121,1e-10,-4.200063039948271e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-06-15 01:38:37.808219168,54996.98630136986,2009.1917808219177,-0.0004846999716193663,1e-10,-4.199846044300378e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-07-19 22:27:56.712328768,55031.81278538813,2009.2876712328766,-0.00048469996545554657,1e-10,-4.1997243308411705e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-08-23 19:17:15.616438368,55066.63926940639,2009.3835616438357,-0.00048469995430924513,1e-10,-4.199998736160005e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-09-27 16:06:34.520547936,55101.46575342466,2009.4794520547946,-0.00048469996706658805,1e-10,-4.19974807208886e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-11-01 12:55:53.424657536,55136.292237442925,2009.5753424657535,-0.00048470001456622623,1e-10,-4.2000903765922416e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2009-12-06 09:45:12.328767104,55171.118721461185,2009.6712328767123,-0.00048470000360129327,1e-10,-4.199950537522781e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-01-10 06:34:31.232876704,55205.94520547945,2009.7671232876712,-0.00048469998548092435,1e-10,-4.2000260735374524e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-02-14 03:23:50.136986304,55240.77168949772,2009.86301369863,-0.0004846999759364469,1e-10,-4.200238237268459e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-03-21 00:13:09.041095872,55275.59817351598,2009.958904109589,-0.0004846999937592989,1e-10,-4.1999613040747435e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-04-24 21:02:27.945205472,55310.42465753425,2010.054794520548,-0.0004846999928472424,1e-10,-4.1998600875460325e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-05-29 17:51:46.849315072,55345.251141552515,2010.150684931507,-0.00048470000140792436,1e-10,-4.200022240053591e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-07-03 14:41:05.753424640,55380.077625570775,2010.2465753424658,-0.0004847000053582771,1e-10,-4.200010568268788e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-08-07 11:30:24.657534240,55414.90410958904,2010.3424657534247,-0.0004846999772330126,1e-10,-4.199791060902461e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-09-11 08:19:43.561643840,55449.73059360731,2010.4383561643835,-0.0004846999493126393,1e-10,-4.20018745703553e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-10-16 05:09:02.465753408,55484.55707762557,2010.5342465753424,-0.0004846999442486181,1e-10,-4.2002246382477643e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-11-20 01:58:21.369863008,55519.38356164384,2010.6301369863013,-0.00048469994196593516,1e-10,-4.200098105871687e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2010-12-24 22:47:40.273972608,55554.2100456621,2010.7260273972602,-0.0004846999348957159,1e-10,-4.200179493417911e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-01-28 19:36:59.178082176,55589.036529680365,2010.8219178082193,-0.00048469994027389694,1e-10,-4.199798056608531e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-03-04 16:26:18.082191776,55623.86301369863,2010.9178082191781,-0.0004846999433779512,1e-10,-4.19995354663237e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-04-08 13:15:36.986301376,55658.68949771689,2011.013698630137,-0.0004846999573274707,1e-10,-4.200129613965626e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-05-13 10:04:55.890410944,55693.51598173516,2011.109589041096,-0.0004846999564070713,1e-10,-4.200092171874522e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-06-17 06:54:14.794520576,55728.34246575343,2011.2054794520548,-0.0004846999064038279,1e-10,-4.199570839921392e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-07-22 03:43:33.698630144,55763.16894977169,2011.3013698630136,-0.0004846998941289261,1e-10,-4.200091513506914e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-08-26 00:32:52.602739712,55797.995433789954,2011.3972602739725,-0.00048469991283486,1e-10,-4.200114303700133e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-09-29 21:22:11.506849280,55832.82191780822,2011.4931506849316,-0.00048469993529653884,1e-10,-4.199954353924511e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-11-03 18:11:30.410958912,55867.64840182648,2011.5890410958905,-0.00048469996519719593,1e-10,-4.1999042621310486e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2011-12-08 15:00:49.315068480,55902.47488584475,2011.6849315068494,-0.00048469996403731173,1e-10,-4.1999667477242137e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-01-12 11:50:08.219178048,55937.30136986302,2011.7808219178082,-0.0004846999596704867,1e-10,-4.200136293879971e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-02-16 08:39:27.123287680,55972.12785388128,2011.876712328767,-0.0004846999926162535,1e-10,-4.20017387806051e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-03-22 05:28:46.027397248,56006.954337899544,2011.972602739726,-0.0004846999777840899,1e-10,-4.199910578917013e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-04-26 02:18:04.931506816,56041.78082191781,2012.0684931506848,-0.0004846999863435635,1e-10,-4.200008128527903e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-05-30 23:07:23.835616448,56076.60730593607,2012.164383561644,-0.00048469995129463633,1e-10,-4.200246214945536e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-07-04 19:56:42.739726016,56111.43378995434,2012.2602739726028,-0.00048469994966150184,1e-10,-4.199824349851e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-08-08 16:46:01.643835584,56146.260273972606,2012.3561643835617,-0.00048469991721790173,1e-10,-4.1998837006484234e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-09-12 13:35:20.547945216,56181.086757990866,2012.4520547945206,-0.0004846999381814319,1e-10,-4.200036143132416e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-10-17 10:24:39.452054784,56215.913242009134,2012.5479452054794,-0.00048469995516027976,1e-10,-4.2000390395884016e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-11-21 07:13:58.356164352,56250.7397260274,2012.6438356164383,-0.00048469995727754884,1e-10,-4.199965281031741e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2012-12-26 04:03:17.260273984,56285.56621004566,2012.7397260273972,-0.0004846999402126273,1e-10,-4.2001030513865083e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-01-30 00:52:36.164383552,56320.39269406393,2012.835616438356,-0.0004846999319513707,1e-10,-4.200202246869024e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-03-05 21:41:55.068493120,56355.21917808219,2012.9315068493152,-0.00048469996080765593,1e-10,-4.199951622336501e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-04-09 18:31:13.972602752,56390.045662100456,2013.027397260274,-0.0004846999543675875,1e-10,-4.200215862985682e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-05-14 15:20:32.876712320,56424.87214611872,2013.123287671233,-0.00048469995211004575,1e-10,-4.1999413909795065e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-06-18 12:09:51.780821888,56459.69863013698,2013.2191780821918,-0.00048469996200394157,1e-10,-4.200216181120328e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-07-23 08:59:10.684931520,56494.52511415525,2013.3150684931506,-0.0004846999791559967,1e-10,-4.200014881384544e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-08-27 05:48:29.589041088,56529.35159817352,2013.4109589041095,-0.00048469994550624215,1e-10,-4.200020346680783e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-10-01 02:37:48.493150656,56564.17808219178,2013.5068493150684,-0.000484699963768311,1e-10,-4.1997326056110537e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-11-04 23:27:07.397260288,56599.004566210046,2013.6027397260275,-0.000484699990900022,1e-10,-4.2001596574964375e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2013-12-09 20:16:26.301369856,56633.83105022831,2013.6986301369864,-0.0004846999815583733,1e-10,-4.200212241872814e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-01-13 17:05:45.205479424,56668.65753424657,2013.7945205479452,-0.00048469998104599217,1e-10,-4.200096926595866e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-02-17 13:55:04.109589056,56703.48401826484,2013.890410958904,-0.00048469998174236574,1e-10,-4.200168559863968e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-03-24 10:44:23.013698624,56738.31050228311,2013.986301369863,-0.0004846999610257522,1e-10,-4.2000884643699124e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-04-28 07:33:41.917808192,56773.13698630137,2014.0821917808219,-0.00048469994766389083,1e-10,-4.199936879853184e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-06-02 04:23:00.821917824,56807.963470319635,2014.1780821917807,-0.00048469993942798045,1e-10,-4.19988420338565e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-07-07 01:12:19.726027392,56842.7899543379,2014.2739726027398,-0.00048469992144837626,1e-10,-4.199751065808605e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-08-10 22:01:38.630136960,56877.61643835616,2014.3698630136987,-0.0004846999232919444,1e-10,-4.200110501125737e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-09-14 18:50:57.534246592,56912.44292237443,2014.4657534246576,-0.0004846999475793728,1e-10,-4.1996042191797e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-10-19 15:40:16.438356160,56947.2694063927,2014.5616438356165,-0.00048469996548574984,1e-10,-4.1997026722004273e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-11-23 12:29:35.342465728,56982.09589041096,2014.6575342465753,-0.00048469998459412656,1e-10,-4.2000305290200074e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2014-12-28 09:18:54.246575360,57016.922374429225,2014.7534246575342,-0.00048469998351927644,1e-10,-4.200343712996864e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-02-01 06:08:13.150684928,57051.74885844749,2014.849315068493,-0.00048470000747403394,1e-10,-4.2000124668458825e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
